0,1,2,3,4,5,6,7,8,9
2102,1101,4101,2103,1103,1101,1101,2103,4103,2101
3101,1102,1102,4101,2102,3101,2102,4102,2101,2103
2101,1102,1103,2101,1101,3102,3102,3103,2102,3102
2103,2102,3103,2102,3102,2102,1102,2101,2101,4101
1102,4101,2101,2101,4102,2101,4104,1102,1101,1101
2104,2101,3101,3101,2103,3103,1102,2103,1102,2104
1103,1102,4104,4101,2104,4102,2101,1102,4102,2104
4104,2102,1102,1102,3104,1101,3104,2101,1103,3101
3101,1101,2101,1101,3103,1102,3101,1103,2102,1102
1101,2102,1104,2101,1101,1101,2101,4104,2103,4103
1101,2103,3104,2104,4102,1104,1101,1101,1101,3103
1103,1101,1104,2104,1101,2101,1101,3101,3104,2104
1104,4102,2104,1101,2101,3104,4101,1103,3102,1104
2101,1104,1101,4101,1103,2103,1102,1102,4104,3101
4103,1102,2101,1104,1103,4101,1101,1101,1103,4101
1102,2104,1102,1103,1102,2102,2101,4101,2104,1103
3102,1104,2103,2102,2103,3101,1101,1102,1102,1101
1101,1101,3103,1101,4101,4104,3103,2102,2104,3104
1103,3103,4101,4103,1103,2103,4102,3102,1104,1104
2101,2101,1104,2101,2101,2104,1101,2103,4103,2102
2101,4104,2102,2102,1104,2101,1101,3104,1101,1104
1101,1102,2101,2102,3103,4101,2103,4103,2103,4103
4101,2101,2102,2102,1104,1102,2102,1101,1103,1101
2104,1101,1101,2101,4103,3104,1103,1102,1101,2103
2102,2102,1101,4103,2101,2101,4101,2104,2104,1103
1102,4102,1103,2102,2101,1101,3102,1104,4101,1104
1104,1101,1102,1101,2101,1103,2104,2102,3103,1101
3102,1104,1104,1101,2101,1104,2103,2101,1101,1101
3104,2101,4103,1102,1102,4101,4101,3102,1102,2103
1102,3101,2102,1102,3102,1102,3102,2103,2101,2102
4101,1103,1103,1102,1103,2102,2101,1104,2102,4104
3103,3101,1104,4103,2102,2102,2101,4101,4101,1102
1102,4102,3102,1102,2103,2101,2101,2101,1101,2102
2104,1102,4102,1101,4104,2102,4102,2102,1102,2101
3101,1103,2101,3101,3103,4102,1102,1102,1102,1101
4101,2101,3104,3102,2104,2101,2102,2102,1103,4103
3102,3102,2102,4101,1102,1104,2101,4101,2101,2103
2104,4101,1101,2102,4102,1101,2101,1101,1104,2101
1101,1101,4103,1101,3101,3103,3101,3101,4102,3104
1101,1103,3101,2104,2102,4103,1101,1102,1103,3104
3102,2101,2101,2104,3101,2101,2104,1103,2104,3101
4101,3104,1104,4104,2104,3101,1104,1102,2103,4102
3101,4102,3104,2102,2103,1104,4103,1101,1101,1101
2103,3101,2103,2103,4102,1101,1101,4104,4104,3101
2102,2102,4104,1102,3104,2102,1102,2103,3102,4102
1104,1101,2104,4102,2104,1102,1104,3102,1102,2101
4103,1101,2102,1101,1101,4104,4104,2102,1103,1101
2104,2102,2103,3102,2102,1102,1101,2103,4101,1101
2101,4104,1103,1101,4103,2101,2103,2101,1102,4101
2101,2101,1103,1101,2103,1102,2104,1101,1104,2102
2101,1102,3103,2101,1101,2104,1101,4101,1102,2102
2103,3101,3101,1102,2101,2104,4101,3101,3101,2103
4104,4101,4103,2101,1103,1102,2102,1103,2102,4101
1102,1101,2101,3102,1102,4103,3103,3103,4103,1103
1103,3101,1103,4103,1104,3103,2103,2102,2101,2102
2102,2104,1101,2104,4102,3101,4101,1102,3103,2104
2103,4102,2104,3103,1104,1101,3104,2101,3104,4104
2102,2102,1102,2102,2102,1103,1103,2102,3103,2101
1102,2101,2103,1102,1103,2101,1104,4101,1103,1104
3104,2104,1102,2101,1103,4101,1102,2101,4102,3101
1101,2103,4101,3103,4104,2101,1102,1103,1102,1102
4102,1101,2104,2102,1102,1104,3104,3103,2102,4101
2104,4102,1104,2102,2101,1101,2102,3104,1104,2101
3101,1101,3102,2101,3101,3101,4101,4101,1101,2102
1101,3102,1102,4102,1101,1101,3101,1101,1101,1102
2101,3103,2101,1104,1103,4102,1103,1102,2101,4101
2103,1103,1102,2101,4101,1104,1102,2102,1101,3101
4102,1103,2101,2104,1102,2102,3103,2101,4102,1104
3104,2103,1103,3101,1104,1102,1102,3102,1102,2104
1101,4101,2101,3103,2101,1103,4102,4102,1102,2103
1103,2103,4101,1103,1101,4101,2104,1103,1104,4103
3101,2104,2101,1101,1102,2101,2102,1101,3101,1101
1103,2101,1101,4101,1104,3101,1104,3102,1102,3103
1104,2101,3101,2104,3103,1101,2101,2103,2103,1103
1102,1104,1102,1101,4103,3102,4101,2104,1104,1104
4101,1102,1101,2103,2103,2102,3102,2102,2104,4102
2102,4101,1102,2103,3102,4101,2103,2101,1101,1102
3103,2102,4101,1101,2103,1101,2103,1101,4104,3102
1103,3101,1101,1101,1101,3102,3104,4103,2101,2101
1103,4104,1104,4104,1103,2104,1103,1101,1104,2102
1104,2101,1103,3101,1101,3104,1101,2103,2101,1104
2104,1101,2101,1104,3104,3104,1102,2101,1101,3102
1101,2101,2103,2102,3103,2102,4103,1103,3102,1102
2101,2103,1101,1103,4102,2103,3102,1104,2101,2104
1102,3103,2102,1101,2101,4103,2101,1101,2103,4103
1102,4103,3101,4102,2104,1101,2102,2104,2104,2104
1101,1103,1104,3101,2101,2103,1104,2104,4101,1103
1102,3102,2102,1104,3101,1103,3101,3102,2103,2103
1103,1102,3104,1102,2101,2101,1103,1101,3101,1101
3101,2101,4104,1102,1104,1101,1101,2104,2102,2101
1103,1102,2101,4101,1102,4104,4101,4102,2102,1103
4104,1102,1101,1102,1103,2101,1102,1101,4102,1104
2101,2102,1101,2104,1102,3102,1101,1101,1101,4101
2102,1104,2102,1102,2104,1101,3102,3101,3104,3102
1102,1101,3101,1103,4101,3101,2104,4104,1102,3103
2101,1104,2104,3101,1101,4102,1102,3102,2103,1102
2103,4103,4102,2102,2101,1104,4101,2103,3101,2103
4102,2101,2101,4101,2102,1102,2101,2104,3104,2104
2103,2103,2101,2103,3104,1101,3101,1104,1101,4104
2101,2104,1103,3104,1101,1101,1101,3103,3102,2104
2130,1101,2101,2101,4101,1101,1102,4102,1101,1101
2101,2102,4103,1103,3102,1102,3104,3101,1103,2102
1104,1102,1102,2101,1101,1104,3101,2104,1101,4102
3102,1104,3102,3101,2104,4102,4104,2101,4102,3101
2102,4101,1101,2104,4102,3104,3101,2103,2102,2101
1104,3104,3102,2103,2104,2102,1103,2101,3103,1101
1101,2101,1102,4102,3102,1103,1101,1102,2104,1101
1101,3102,4101,1101,3102,1103,1101,1104,1103,2103
2102,2104,2104,2103,1104,1101,4102,2101,1101,4101
4101,1101,1102,3104,4104,2103,2101,1103,1101,2102
2102,1101,2104,3104,1103,3101,1101,3101,4101,3101
1103,1102,1104,4102,1104,4101,2102,4103,2101,1104
1104,4103,2103,1104,1101,1102,4103,1103,2101,3103
2102,3104,2102,1104,1102,2101,2102,2101,3101,4103
4103,3103,3101,2101,4103,2101,1103,1102,1101,1103
1101,1104,2102,1103,1101,2103,1101,2102,2102,1102
1101,3101,4101,2101,2101,3103,1101,3101,3102,2104
1104,1101,1104,4101,2102,3102,1102,4103,2101,2101
3104,1103,1102,1103,1102,1104,1101,2104,1103,1103
4104,1102,1101,1101,3101,4102,2103,1104,2101,4103
2101,4102,2102,4104,4103,1102,1104,2101,2104,1101
1101,2104,3103,2101,2101,2103,3103,3104,4103,3102
3102,2103,3101,2102,2103,2104,4101,1102,3101,1102
2104,2102,1101,2104,4103,1102,2104,1104,2101,3104
3101,1101,1104,2101,3101,2101,2103,4104,2101,1102
3103,1102,3103,1101,1101,2103,1104,2103,2102,4103
1101,1104,1101,1102,2102,1104,2101,1102,2104,2101
1102,4104,4103,3102,2102,4104,1101,1104,1104,1103
4103,1104,1101,1104,4102,1102,1103,1102,1103,1102
1103,3102,2101,4102,2101,3104,4102,1101,4101,4102
3102,2101,1102,3103,1102,2103,1101,4101,3102,2104
3102,1104,1101,1104,1102,1101,2103,1104,4104,1102
1101,2103,2101,2102,2103,2104,1101,1104,3101,1102
2103,1104,1103,1104,1102,3104,1101,2104,1104,1103
2103,2101,1104,3101,4101,1104,4101,4102,3104,4102
4103,4102,2103,4103,2101,1102,1102,1101,3101,1102
3101,3101,1103,1102,4104,1102,1101,2101,2102,1104
2102,2103,4102,2104,2101,4103,1102,1101,2103,2102
4103,1103,1102,3101,2101,1104,3104,2103,4101,2101
2102,2103,1103,2101,3103,2101,1101,1102,2104,3101
2101,2103,2103,1101,3101,1102,2102,2104,1103,1103
2101,1101,4104,2101,1101,2101,4104,1103,1104,4102
2101,4103,2102,4103,2102,2104,1104,2101,2102,2104
1103,1102,1101,2102,4103,3101,3101,2101,2104,2101
1101,1103,2101,2103,2102,3102,2102,4102,1102,3101
2102,3101,2101,2103,3103,3101,1102,2103,2103,2103
3104,2101,1102,3101,2102,1102,2101,1101,2102,1104
4102,3104,4102,3102,4102,2101,3101,2102,1101,4103
2101,2103,2101,1102,1104,4101,1103,2103,4102,1101
1101,1101,3103,3101,1101,1104,2101,1102,2104,3104
2101,3101,1102,2104,2102,2101,1102,2103,1101,1103
1101,4101,3104,4101,2103,1101,4103,3103,3102,2102
1104,1104,1101,1101,1102,1103,3101,1102,1102,2103
4101,2104,2101,1104,3101,2104,3102,4103,2101,4104
1101,3102,3103,1104,3102,2102,2101,2104,3101,3104
1102,2102,4103,1102,4103,4102,3101,2103,4101,1102
3102,2101,1101,2101,2103,1101,1104,1101,1103,2102
3104,1104,1101,4104,3101,1102,3104,3104,2103,3104
3104,1103,3102,2104,1102,3103,2104,2103,3104,1101
1103,3102,2104,1104,1101,2101,2101,2102,1104,1102
4102,1104,1102,1101,4101,1102,1102,3103,1102,4103
1102,2103,2101,4103,1103,4104,1103,3102,4101,1101
2104,4101,1101,1103,1104,2101,2101,4103,2101,3101
1101,1104,4101,2102,3102,2102,1101,1102,3102,2102
4101,3101,3104,1101,2101,1102,3103,3104,2101,3102
3103,2101,1101,1101,1101,1101,2101,1103,1101,2101
2103,1101,2102,4101,2104,2103,3104,3101,2101,4101
2104,1101,1101,2101,1104,1101,3101,4103,1103,1102
2102,4104,2103,2101,4102,2102,4103,1104,1104,1101
1101,2101,1102,1102,2103,2104,3103,1101,1102,1101
4104,3103,3101,3101,3101,1104,1103,1103,3102,4101
1104,1101,4103,4101,2103,1101,1101,4104,1101,2103
2104,3104,2102,2102,3102,4102,1104,3101,1101,1104
1102,1102,3101,2101,2101,2103,1103,1101,1104,1101
1102,1102,2104,3104,4101,1104,2102,3103,4104,2104
4101,1102,1104,2103,1101,1103,2104,3102,1101,2101
1101,2104,1103,1101,2103,3101,2103,4102,2103,2101
2103,2102,4101,1103,1103,3103,2104,3104,3101,4101
1104,1103,2102,1101,3104,2104,1101,1101,2104,2103
3101,4103,1102,2104,4102,1103,4102,1103,3101,3102
2104,1103,4102,2102,3102,1102,2101,1104,4101,2101
1102,2102,1104,1102,1101,1101,2101,1101,3103,1101
2102,3103,3102,1103,2101,1101,1102,2104,2103,2101
4101,1102,2101,4102,2104,2103,2102,1104,2103,4101
3103,1101,1103,3104,2101,4102,1103,4101,3101,1102
4102,1101,1104,2101,1102,2103,2104,1102,1104,1103
1102,4103,3103,2102,3104,3103,4101,1101,4102,2104
2103,1101,3101,2104,1101,3101,2104,2101,2101,1103
1101,2101,1101,3102,1102,2101,1104,4103,2101,4104
3101,2104,1101,1103,1104,3102,3103,1101,1103,2101
2102,1104,4104,1101,2101,4101,1101,3101,2101,4102
1104,4101,2104,4101,3101,2104,4104,3102,1102,1103
2101,1102,2102,2103,4104,1103,1101,2101,2102,1104
1104,2101,1104,1102,2104,1103,2103,4102,1102,2101
4102,1102,2103,3102,1103,2101,2104,2104,2101,1104
2102,4102,2101,3103,2104,4101,4103,1102,4103,3103
1102,3101,1102,1102,1101,3104,3101,3102,1101,1101
2104,3101,1102,1101,4101,1101,2102,1102,2102,4101
1102,2104,3102,4102,2101,1101,1103,2101,3103,2102
1101,1101,4103,2101,2101,1103,3102,2104,2102,2102
4103,2101,1102,1103,1101,1104,4101,2101,2102,2103
3102,2102,2104,1103,2102,2102,1104,4104,3101,1101
2101,3102,2102,1102,1101,2101,2101,1104,3103,1102
1103,4104,1104,4101,2102,4104,1101,1102,1101,4101
2103,3101,1103,2101,4103,2101,2103,2102,4102,3101
1102,2101,1104,1101,1102,2103,1101,2101,1102,3101
4104,1101,2102,3101,1102,3101,2102,1103,2102,2101
1103,2102,2102,1104,1103,2102,4101,2101,1103,1102
2101,2102,3101,1104,1103,2101,1101,1104,3104,3103
3101,2104,1103,4104,1101,4102,1102,4101,2101,4102
4101,1103,2103,2102,3101,1102,3102,1101,1102,2102
3103,4103,4101,4102,1102,2102,1102,2102,1103,1101
2104,1101,2101,3104,4101,1104,4103,3101,2104,1104
1104,1103,1102,1101,2102,2104,3102,2101,4104,4103
1104,1102,2101,3103,1101,2102,2101,1103,1101,1101
1101,4103,1101,4101,1104,2102,2102,2102,1103,3102
1101,3104,3104,3102,2104,3102,2103,4102,1101,2102
2101,2101,4102,1101,4101,4101,1101,2101,2101,2103
4103,2102,2103,2103,1104,1102,1102,2104,1101,1101
3101,1103,2104,2101,3104,3102,4103,1102,1104,1103
1101,4101,2101,1102,2102,2102,2101,1103,4103,1104
2102,2104,3102,4102,1101,1101,1104,2102,1102,1101
1103,1101,3102,1103,1104,1102,2103,2104,2101,3103
2101,1101,3101,1101,1103,1101,4101,2102,1102,2101
4102,1102,1101,2103,1103,3101,1104,4102,2104,4101
2101,2104,4104,1101,1101,1103,1103,3101,1101,1101
1102,2102,2104,1102,4103,3103,1101,3101,1102,3102
1103,3103,1101,4102,2104,4102,2102,2102,1101,4104
1103,4101,2101,1103,2101,1101,2102,2104,1101,1101
2101,3102,1102,2103,1101,2101,3101,2101,2103,2104
3102,3102,3101,1102,2104,3101,4104,2101,3102,1101
4101,2102,2102,4103,2104,2102,2103,2101,4103,3104
1102,1101,4102,2101,2104,3103,2102,4102,3101,3102
2101,2101,1101,2101,4104,2103,4103,2104,1101,1102
2103,3101,3103,1101,1104,1104,2104,2104,3101,4102
1102,1101,1101,1104,2102,1102,2102,1102,2102,2104
1102,1101,2104,2102,3103,2101,1101,4102,2104,1103
2102,4101,2103,4101,4102,4104,1102,2103,1102,2101
2104,1104,3102,1101,2102,1104,1101,1101,4103,2101
4103,1101,2101,2102,1101,1103,1101,2103,1103,4101
3104,4101,2101,2102,2101,1101,4101,4104,3103,4102
1103,2103,4101,1104,2102,2102,2101,3101,2101,1101
1101,2103,2104,4101,1104,2104,1101,2102,1103,2101
1101,2104,2104,1101,2102,4103,2101,1103,1101,1104
2101,2101,1103,1103,2104,2104,2101,2103,4103,2101
3104,4104,1102,3103,1102,1104,2103,3102,3103,2104
3102,3102,1103,4103,1103,1101,1101,4101,1102,1102
1104,1104,1104,1103,4103,2102,2102,1102,2101,4103
4104,4102,4103,1101,1102,1102,4102,1101,2101,2103
2103,2104,1103,2102,2101,4103,2102,3103,4102,1104
2102,3103,1104,4102,1101,3104,1102,4102,2101,2102
3101,2101,2104,1104,4101,1102,1103,2102,2103,1101
1104,2103,4103,1102,1101,2103,1104,1104,1101,1104
4102,1104,3104,1101,2101,2101,4102,2102,2103,3101
1101,1102,3101,4104,1104,1103,1101,4102,1101,4101
2101,1102,2103,2101,1103,2101,1102,2101,4101,2101
1104,1103,1102,1104,4103,3101,1102,3101,2104,3101
3104,4103,2101,2103,2101,1101,2101,2104,3104,3101
1101,2102,1102,1101,3101,4101,4102,1102,1103,3104
1104,1104,1104,1101,3104,2101,1103,2102,3102,4101
4103,1101,3101,4102,1103,2103,2103,1102,3102,2102
1101,1101,1102,2101,2102,2104,3103,2102,4104,2102
1101,2101,1103,2104,1103,1101,3101,4102,3104,3103
2102,4102,1101,1103,4101,4103,4102,2104,1101,3101
1101,2103,2101,3101,1102,2104,1102,2101,1101,1101
1103,3101,2103,2101,2102,1101,2102,1103,2101,1102
2101,1104,2102,4102,2103,1102,2103,2103,2104,4103
2103,3102,4102,2104,4104,4103,4102,1104,4101,1102
3103,3101,2102,3101,1103,1101,1103,1103,3101,1101
2102,4103,1103,1104,1104,2103,1101,1101,3102,2101
1103,1103,1104,3104,2102,2102,1101,1101,1102,3101
4102,3101,1101,1101,4103,1103,1101,3101,1104,4102
2104,1102,2102,1101,1103,1104,2104,4102,1103,3104
1102,2101,2101,4102,1104,3102,4103,2103,1104,1104
3101,1101,1102,2102,2104,4102,1104,3102,4101,3102
3102,2101,3102,2104,1102,1103,2103,1101,2102,3102
2102,1101,1103,2103,1101,2102,1104,4104,1104,2101
2103,1101,4104,1103,3101,3104,1102,1104,1102,3102
1103,4104,2104,4101,2104,2102,1103,1101,1103,1101
4102,1102,1101,1102,4103,1102,1103,1103,1104,1101
2104,2102,2101,2102,3101,1102,4104,3103,1101,4104
1102,1101,2103,3101,2103,1104,1104,1104,1101,1103
2104,1102,1101,2101,1102,1101,1102,1103,2102,1104
1101,1104,1101,3102,3103,4104,3101,1102,2102,3101
1102,3104,2102,1102,1101,1101,3101,1101,2101,4101
2104,4101,3102,3101,2103,3101,1102,3101,4101,1103
1102,1103,4101,1102,1101,3102,1102,2101,3102,2103
1101,1101,2104,4104,1103,3102,1103,4103,1102,2103
4101,1102,1101,3101,1102,1101,2101,1102,2103,1101
3101,3104,2101,2103,4102,2104,4101,2101,1102,4102
2101,3104,1101,1102,3102,2101,2101,2104,1104,2104
3102,2104,2101,2101,3104,2102,2101,3104,2104,2102
1104,4101,3103,3104,3103,1103,1103,1102,2101,1102
1101,2101,3103,4102,2101,4102,2101,2102,2101,4101
4104,2102,4103,1104,3101,1102,1101,4101,3101,2103
2101,2101,2103,3102,1101,2101,4103,3104,4104,1104
2101,3103,2102,1101,2103,3102,2101,1101,1102,2102
2102,1101,1101,1103,2101,3101,3102,1103,1103,2102
1102,2101,1101,1103,1101,3101,2104,2103,2104,1102
1104,4101,1101,1104,1101,4102,3101,3102,1102,3103
3101,1104,2102,4101,2103,3102,1104,4101,2101,4103
4102,3103,4101,2104,4101,2101,3103,2104,2102,1102
3101,1101,1103,2102,1102,1103,4102,2102,4101,1102
2102,2102,3102,2103,2101,1102,2104,1102,2101,1104
3101,1102,2101,2104,1102,3101,2102,1104,2101,3103
1101,1102,4103,1104,2101,4104,3102,2101,1102,2101
2101,4103,1102,4101,3102,1102,2104,4103,1104,1102
2103,1103,3104,3104,4102,2103,3104,1101,3101,4101
4103,2104,3101,1102,3101,1101,2103,1102,1103,2102
3103,2102,2101,2103,3102,2101,3104,1104,3101,1101
2104,2104,3101,3101,2103,4101,3102,2101,2104,2101
2101,4104,3101,2102,1101,2103,4103,3104,1101,1103
2104,1103,4101,1102,2101,1104,3104,3101,4103,1101
1101,2102,2102,4102,4101,2103,2102,4101,2102,4101
1102,1104,1104,3103,3101,1102,3101,2101,2103,1101
1102,2103,2101,2101,1101,2101,1101,1101,2102,1103
4101,1103,1102,3102,2102,3103,4102,1103,2102,2101
1104,2102,1102,2104,2103,4101,3103,1102,2103,4103
3103,2101,1101,1101,4104,3104,1101,1101,4101,1102
2102,1102,4102,1102,1104,2102,1101,3103,2101,2103
1102,1101,2103,4101,1101,1101,1102,2102,1103,2102
4103,3101,1104,3103,2101,2101,2104,4104,1104,2104
2103,4101,1104,1102,3104,1103,4101,3103,2101,1101
1103,1102,3104,2101,3102,3103,2101,2101,4103,4104
1101,2103,1102,4102,1102,4101,1101,3101,3104,1103
3102,2104,1101,1101,1102,1103,1104,1101,1101,2101
1104,3101,4101,2101,4101,1101,2101,1104,1102,1101
4101,1101,3104,3104,2103,2101,1103,1102,3101,3101
2104,4101,2103,2102,3104,4103,1102,4101,2102,2102
3102,1101,1104,2102,1104,3102,2101,3103,3101,4102
1101,2101,1101,1104,1101,3101,4104,1104,3101,1103
1102,1101,4104,2102,1104,1103,2101,1101,2103,1102
2103,2101,1101,1101,4101,1101,1101,2104,2101,1101
1104,2103,3103,1102,2101,2102,1103,4103,1102,2103
4102,4103,2104,3102,3104,3102,4101,1101,4101,4101
3103,2104,2101,2102,1103,3103,1103,2104,1103,3101
1101,1103,2103,3102,2102,1104,2104,1103,1104,3104
2101,2103,4102,2103,2103,4103,1102,2102,1101,2104
4104,2101,1104,2101,2104,3102,2104,2101,1104,3102
1103,3101,1104,1101,4103,3103,3102,2104,3103,3103
1101,1104,3101,4104,3104,3102,3104,4101,1101,4103
1101,2104,2101,1104,1103,1101,1101,2102,4104,1101
3104,4103,1102,1103,1104,3101,1102,3103,3104,2101
1102,1104,4102,2104,3101,2101,4103,3103,1102,2101
2102,1101,2101,1102,1102,1102,2103,3101,2102,4101
4102,1101,3104,4102,1102,1102,3101,2102,2103,2103
1102,1101,3101,3103,4101,2104,1101,4101,4102,1102
3101,1102,3101,2102,2103,4101,3104,1101,2104,4102
1103,1104,1104,2104,2102,2102,2104,2101,1101,1104
2101,4104,2103,4101,3102,1104,1104,1101,3103,2101
1103,1103,2102,1102,1103,1102,4101,1104,2102,3103
2102,1102,2101,2104,2101,1104,2103,1102,2103,4102
2101,4102,2104,1101,4101,4101,3101,4101,3102,2101
4102,1104,1101,2103,1104,2104,2101,1101,4103,1103
3102,3104,3101,3101,2104,1104,1101,2104,2101,1103
2101,3103,4102,1101,2101,1104,3103,1103,1102,1101
1101,3103,1102,1102,4103,2101,4103,2101,1102,4101
2101,2102,1101,3103,1102,2103,1101,2101,1101,2102
2104,2101,1102,4102,1101,2102,2101,1102,4101,2101
1101,1101,1102,3104,1102,3104,1102,3101,1102,1102
4101,2101,2102,2102,1101,4104,2102,1102,3104,1104
2103,4101,3101,1101,2102,2104,4102,2101,3103,1101
2102,2101,1101,1102,4104,1103,2104,4104,2101,1101
1103,2103,2104,2103,3101,1103,2104,2103,1104,3104
2104,2104,2101,4103,3102,3103,1101,2103,2102,1102
1102,1101,4101,2101,2102,2104,3102,1103,4102,2102
2101,2102,1103,1103,3101,2102,2101,2101,2104,4104
2102,4101,2101,3101,1102,1101,3102,2102,2101,1102
4103,2101,1103,1102,1103,4101,2102,1103,2104,1104
2101,2101,1101,2102,3103,1102,4102,1101,1102,2102
1101,3102,2102,1104,2104,1101,2103,2101,4101,1104
1104,1101,1102,2101,4102,2103,2104,2102,2102,3102
2104,1103,4104,1102,1104,2101,1104,3102,1104,1102
4102,2102,1103,2104,1101,1101,1104,4103,1101,4102
1101,3104,3101,4102,1101,4102,4104,1101,3101,2103
1102,1103,2104,2101,3103,1101,1101,1104,1104,3101
3104,1101,2101,2103,2102,1103,1102,1101,2103,2102
1103,4101,3103,1101,2103,2104,2101,2103,2101,3103
4101,3101,1103,1102,4101,1101,1104,4101,2101,1104
2103,1101,2102,3102,2102,2103,1102,2102,4103,1103
1103,1104,2102,3102,1101,1102,1101,2102,1103,4103
4104,1102,4103,2101,2101,1102,4101,3101,1104,3102
1101,1103,1101,4104,1103,4101,1102,1102,1101,1101
1104,4102,1104,1101,2104,2102,3101,3104,1101,3101
2103,2101,2101,1101,1102,1103,2102,2103,1101,1104
1104,2103,2101,2103,1104,1104,2103,4101,4102,4103
2102,3103,1102,2104,4101,3104,2102,1103,1103,1101
1101,1101,2103,1103,1102,3101,2102,3102,2101,1101
4101,1102,1104,1102,3102,1101,4102,1104,1101,4102
3103,3102,4101,1103,1103,2102,1103,1101,1104,2101
3101,1102,1102,2104,4102,4102,3102,1102,1101,3102
1101,4104,3103,1103,1101,2103,4103,3102,4104,1104
3102,2102,3102,4103,2101,2101,1104,1101,3102,3101
3101,3101,1101,1103,2101,3104,2102,1102,2102,4103
2103,2102,3102,1101,1102,3101,2104,2101,2101,1102
2102,1104,4101,2101,1101,2101,3101,1101,4103,2102
4103,4102,1104,1103,2101,4103,3103,4101,2101,2101
1102,2101,2102,2101,3101,1102,2102,3101,2103,4101
1104,2104,1101,4103,4104,2101,4101,3104,2102,2104
2101,2103,1101,1104,1102,1102,2101,3101,3104,2101
3104,2103,1103,3101,3102,1101,1101,2101,4101,2103
4101,2102,2102,1104,2102,2101,1102,1103,1101,3101
1101,1102,4102,3103,2102,4102,2101,2101,2101,2102
2104,2104,3102,1104,3101,1104,1104,1101,2103,3104
1102,1103,2103,1101,3101,1102,3104,4104,1101,2102
2103,4101,1103,1101,4102,1101,4101,2101,3101,4104
4101,3101,1102,2104,2101,4101,1104,1104,1102,1103
3101,1102,2104,1101,2101,2101,1103,1101,1101,1103
2101,1102,2102,4103,2101,2101,1103,2101,4102,1101
1102,1103,3104,2103,1101,3101,2101,2102,2102,1102
2102,1102,4103,2101,4101,1102,2101,4102,1103,1102
3103,4103,1101,2101,1101,4102,4104,3104,1103,2104
1102,3102,1103,2101,2104,2103,1102,3102,2104,2104
1103,2101,2102,3101,2104,2104,1102,1103,2104,4102
2102,1101,1102,1104,2101,4104,3101,1104,4102,2101
4103,1103,3101,3101,4101,1101,1103,1102,1102,1102
1104,2104,4101,2102,1102,2103,2102,1102,2103,2101
1104,1104,1102,4102,3103,2101,3103,4103,2101,2104
2101,3101,3101,3104,1103,1102,1101,1103,1103,1101
3102,4102,1101,1101,2104,1103,1101,1104,1102,4101
2104,1104,1101,3101,4103,1101,2103,2103,4102,2103
1104,2102,3102,1101,2103,4101,1101,2103,1102,1101
1101,3102,2101,1102,1101,1101,4102,4103,3101,1101
4103,3104,4104,2102,1104,2102,1101,1102,2101,2103
2101,3101,2103,4103,1102,1103,2103,2104,3102,4101
3101,2102,2101,2101,1101,3101,2101,3101,3102,2104
2104,4104,3101,2104,1102,3104,1101,3101,4104,2102
3104,2103,4103,3101,2102,1104,2102,2102,1104,1101
3102,3102,1104,1102,4103,1104,1101,4101,2104,2104
2104,3101,2102,2102,1101,4102,1104,3103,1101,4101
3102,2101,3101,4104,1102,3104,2102,2103,1104,3104
1103,2101,1102,1103,3104,2101,4102,1104,1103,2102
1102,3101,2104,2101,1102,1103,3102,1104,2102,1104
4104,3102,4103,1101,4103,1101,3104,2102,2102,2103
3101,4102,1102,4101,3101,1101,1104,2101,4103,1101
1103,2102,1101,2104,3103,4103,1101,1101,3102,2102
3103,2102,2101,1104,1102,1104,4103,1103,2101,4101
1104,2104,1103,1102,1101,2101,2104,2104,3103,1102
1101,1104,1101,3104,1101,2101,2101,1103,1102,1102
4101,1101,1104,2104,4102,1101,1101,2102,2101,2101
2102,3103,4101,2102,3102,2103,2102,4104,1102,1103
1101,4101,2103,4101,3102,4102,3103,3102,2102,1104
2104,1101,2101,1103,1103,2102,2102,2102,4101,4104
2103,1103,3101,3101,2101,3101,4101,2101,2103,1101
2102,1104,2101,3102,3104,2104,1102,3101,2101,2101
1102,2104,2102,1101,1102,1101,2101,1104,3104,2101
2102,4103,1104,1102,3104,4102,1102,2102,1101,1103
1101,3104,2101,1104,4104,2104,4104,3104,1103,1103
4101,1101,4101,3102,1103,1101,2103,4101,1101,1101
1101,3101,3101,4101,1102,1101,3101,1104,1104,4103
3101,1101,3104,2102,1101,2103,1101,3102,4101,2102
2103,3102,1101,1103,2101,4104,1101,2103,1102,2102
1101,2104,1101,1101,4101,1104,1103,2101,1102,2104
2101,4101,1103,1101,1103,3101,2104,1101,1103,2102
1101,1102,4102,1104,2104,2104,1101,4101,1104,3101
1104,1103,2104,4102,2104,1101,4101,3101,4102,3102
2103,3103,1101,2101,1103,1102,1103,2104,2101,4101
4102,1102,1102,1102,2104,1101,1103,2104,1101,2102
2104,1102,1104,2103,1101,2102,2103,1101,2104,1103
2101,4101,1101,3102,4103,3101,4102,3103,1101,1101
2101,1101,3103,3103,2102,4102,1103,4101,1104,1104
2101,1104,2102,4101,1102,1101,3104,1101,4101,1102
1103,1104,3102,2104,2101,1103,1104,2101,2101,1101
4103,2103,2103,2102,3101,2101,2102,1102,2101,2104
2101,2101,2102,3103,2101,1102,1103,1104,3103,3101
3102,1103,4101,3101,2101,1102,4102,1101,2104,4102
